WCA04_00_0.0,highly sensitive,0,0.46153846153846156
WCA04_00_0.0,highly sensitive,1,0.3333333333333333
WCA04_00_0.0,highly sensitive,3,0.1875
WCA04_00_0.0,normal,0,0.47368421052631576
WCA04_00_0.0,normal,2,0.3076923076923077
WCA04_00_0.0,normal,3,0.25153374233128833
WCA04_00_0.0,sensitive,0,0.36666666666666664
WCA04_00_0.0,sensitive,1,0.45714285714285713
WCA04_00_0.0,sensitive,2,0.3368421052631579
WCA04_00_0.0,sensitive,3,0.22900763358778625
WCA04_00_0.5,highly sensitive,0,0.46153846153846156
WCA04_00_0.5,highly sensitive,1,0.3333333333333333
WCA04_00_0.5,highly sensitive,3,0.1875
WCA04_00_0.5,normal,0,0.47368421052631576
WCA04_00_0.5,normal,2,0.3076923076923077
WCA04_00_0.5,normal,3,0.25153374233128833
WCA04_00_0.5,sensitive,0,0.36666666666666664
WCA04_00_0.5,sensitive,1,0.45714285714285713
WCA04_00_0.5,sensitive,2,0.3368421052631579
WCA04_00_0.5,sensitive,3,0.22900763358778625
WCA04_05_0.0,highly sensitive,0,0.38461538461538464
WCA04_05_0.0,highly sensitive,1,0.5555555555555556
WCA04_05_0.0,highly sensitive,3,0.0625
WCA04_05_0.0,normal,0,0.15789473684210525
WCA04_05_0.0,normal,2,0.24242424242424243
WCA04_05_0.0,normal,3,0.19631901840490798
WCA04_05_0.0,sensitive,0,0.2777777777777778
WCA04_05_0.0,sensitive,1,0.34285714285714286
WCA04_05_0.0,sensitive,2,0.2631578947368421
WCA04_05_0.0,sensitive,3,0.16793893129770993
WCA04_05_0.5,highly sensitive,0,0.38461538461538464
WCA04_05_0.5,highly sensitive,1,0.5555555555555556
WCA04_05_0.5,highly sensitive,3,0.0625
WCA04_05_0.5,normal,0,0.15789473684210525
WCA04_05_0.5,normal,2,0.24242424242424243
WCA04_05_0.5,normal,3,0.19631901840490798
WCA04_05_0.5,sensitive,0,0.2777777777777778
WCA04_05_0.5,sensitive,1,0.34285714285714286
WCA04_05_0.5,sensitive,2,0.2631578947368421
WCA04_05_0.5,sensitive,3,0.16793893129770993
WCA06_00_0.0,highly sensitive,0,0.46153846153846156
WCA06_00_0.0,highly sensitive,1,0.625
WCA06_00_0.0,highly sensitive,3,0.10526315789473684
WCA06_00_0.0,normal,0,0.3684210526315789
WCA06_00_0.0,normal,2,0.3835616438356164
WCA06_00_0.0,normal,3,0.32679738562091504
WCA06_00_0.0,sensitive,0,0.275
WCA06_00_0.0,sensitive,1,0.45161290322580644
WCA06_00_0.0,sensitive,2,0.4489795918367347
WCA06_00_0.0,sensitive,3,0.2978723404255319
WCA06_00_0.5,highly sensitive,0,0.46153846153846156
WCA06_00_0.5,highly sensitive,1,0.625
WCA06_00_0.5,highly sensitive,3,0.10526315789473684
WCA06_00_0.5,normal,0,0.3684210526315789
WCA06_00_0.5,normal,2,0.3835616438356164
WCA06_00_0.5,normal,3,0.32679738562091504
WCA06_00_0.5,sensitive,0,0.275
WCA06_00_0.5,sensitive,1,0.45161290322580644
WCA06_00_0.5,sensitive,2,0.4489795918367347
WCA06_00_0.5,sensitive,3,0.2978723404255319
WCA06_05_0.0,highly sensitive,0,0.3076923076923077
WCA06_05_0.0,highly sensitive,1,0.5
WCA06_05_0.0,highly sensitive,3,0.10526315789473684
WCA06_05_0.0,normal,0,0.15789473684210525
WCA06_05_0.0,normal,2,0.2602739726027397
WCA06_05_0.0,normal,3,0.21568627450980393
WCA06_05_0.0,sensitive,0,0.1125
WCA06_05_0.0,sensitive,1,0.3548387096774194
WCA06_05_0.0,sensitive,2,0.2653061224489796
WCA06_05_0.0,sensitive,3,0.22695035460992907
WCA06_05_0.5,highly sensitive,0,0.3076923076923077
WCA06_05_0.5,highly sensitive,1,0.5
WCA06_05_0.5,highly sensitive,3,0.10526315789473684
WCA06_05_0.5,normal,0,0.15789473684210525
WCA06_05_0.5,normal,2,0.2602739726027397
WCA06_05_0.5,normal,3,0.21568627450980393
WCA06_05_0.5,sensitive,0,0.1125
WCA06_05_0.5,sensitive,1,0.3548387096774194
WCA06_05_0.5,sensitive,2,0.2653061224489796
WCA06_05_0.5,sensitive,3,0.22695035460992907
WCA16_00_0.5,highly sensitive,0,0.15384615384615385
WCA16_00_0.5,highly sensitive,1,0.2222222222222222
WCA16_00_0.5,highly sensitive,3,0.125
WCA16_00_0.5,normal,0,0.42105263157894735
WCA16_00_0.5,normal,2,0.23776223776223776
WCA16_00_0.5,normal,3,0.38650306748466257
WCA16_00_0.5,sensitive,0,0.07777777777777778
WCA16_00_0.5,sensitive,1,0.2
WCA16_00_0.5,sensitive,2,0.24210526315789474
WCA16_00_0.5,sensitive,3,0.33587786259541985
WCA16_05_0.0,highly sensitive,0,0.07692307692307693
WCA16_05_0.0,highly sensitive,1,0.5555555555555556
WCA16_05_0.0,highly sensitive,3,0.3125
WCA16_05_0.0,normal,0,0.3157894736842105
WCA16_05_0.0,normal,2,0.2097902097902098
WCA16_05_0.0,normal,3,0.32515337423312884
WCA16_05_0.0,sensitive,0,0.08888888888888889
WCA16_05_0.0,sensitive,1,0.4
WCA16_05_0.0,sensitive,2,0.23157894736842105
WCA16_05_0.0,sensitive,3,0.24427480916030533
WCA16_05_0.5,highly sensitive,0,0.07692307692307693
WCA16_05_0.5,highly sensitive,1,0.5555555555555556
WCA16_05_0.5,highly sensitive,3,0.3125
WCA16_05_0.5,normal,0,0.3157894736842105
WCA16_05_0.5,normal,2,0.2097902097902098
WCA16_05_0.5,normal,3,0.32515337423312884
WCA16_05_0.5,sensitive,0,0.08888888888888889
WCA16_05_0.5,sensitive,1,0.4
WCA16_05_0.5,sensitive,2,0.23157894736842105
WCA16_05_0.5,sensitive,3,0.24427480916030533
